


Date,Time,Session Title,Count,Speed,Unit,Pitch View,Pitch Zone,Pitch Type,Player Name,Sport,Activity,Video
8/2/2025,6:52:37 PM,,228,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:52:37 PM,,229,29,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:53:19 PM,,230,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:53:20 PM,,231,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:53:22 PM,,232,29,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:53:24 PM,,233,30,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:53:25 PM,,234,31,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:53:29 PM,,235,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:54:32 PM,,236,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:54:34 PM,,237,34,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:54:38 PM,,238,36,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:54:42 PM,,239,33,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:54:48 PM,,240,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:54:58 PM,,241,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:55:02 PM,,242,37,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:55:06 PM,,243,35,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:55:11 PM,,244,32,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:56:48 PM,,245,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:57:56 PM,,246,30,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:58:46 PM,,247,29,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:58:52 PM,,248,29,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:58:59 PM,,249,48,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:59:06 PM,,250,35,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:59:12 PM,,251,30,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:59:19 PM,,252,78,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:59:26 PM,,253,25,MPH,,,,Temp Temp,Football,In-game speed,NO
